UserID,Phase,Time,AF3_Theta,AF3_Alpha,AF3_BetaL,AF3_BetaH,AF3_Gamma,T7_Theta,T7_Alpha,T7_BetaL,T7_BetaH,T7_Gamma,Ellipsis
M28,sudoku,13:09:55,6.442,4.133,5.167,1.663,5.211,2.297,2.057,3.674,7.661,12.949,Ellipsis
M28,sudoku,13:09:55,6.095,3.934,4.655,1.689,5.339,2.989,2.041,3.085,7.82,13.32,Ellipsis
M28,sudoku,13:09:56,5.52,3.818,3.979,1.713,5.663,5.578,2.404,2.664,7.864,13.767,Ellipsis
M28,sudoku,13:09:56,5.028,3.92,3.35,1.774,6.098,11.006,3.138,2.497,7.948,14.239,Ellipsis
M28,sudoku,13:09:56,5.037,4.25,2.886,1.888,6.485,18.406,4.112,2.55,8.125,14.746,Ellipsis
M28,sudoku,13:09:56,5.494,4.713,2.614,2.042,6.66,25.797,5.163,2.775,8.317,15.346,Ellipsis
M28,sudoku,13:09:56,6.031,5.093,2.483,2.228,6.538,31.203,6.106,3.081,8.358,16.041,Ellipsis
M28,sudoku,13:09:56,6.231,5.201,2.415,2.431,6.156,32.162,6.715,3.404,8.119,16.743,Ellipsis
M28,sudoku,13:09:56,5.908,4.946,2.368,2.619,5.644,28.817,6.796,3.71,7.601,17.277,Ellipsis
M28,sudoku,13:09:56,5.186,4.358,2.328,2.789,5.135,22.04,6.303,4.029,7.025,17.406,Ellipsis
M28,sudoku,13:09:57,4.293,3.591,2.271,2.987,4.711,14.387,5.38,4.323,6.698,16.963,Ellipsis
M28,sudoku,13:09:57,3.558,2.826,2.161,3.238,4.391,7.921,4.268,4.462,6.783,15.98,Ellipsis
M28,sudoku,13:09:57,3.139,2.198,1.944,3.505,4.145,3.894,3.198,4.29,7.214,14.701,Ellipsis
M28,sudoku,13:09:57,2.92,1.866,1.634,3.742,3.976,2.164,2.381,3.817,7.841,13.498,Ellipsis
M28,sudoku,13:09:57,16.696,4.233,1.824,3.958,3.997,1.71,2.02,3.313,8.593,12.759,Ellipsis
M28,sudoku,13:09:57,128.975,20.73,4.882,4.492,4.447,1.992,2.356,3.156,9.58,12.907,Ellipsis
M28,sudoku,13:09:57,434.62,66.617,14.353,6.192,5.595,3.212,3.629,3.652,10.964,14.25,Ellipsis
M28,sudoku,13:09:57,1021.75,149.759,31.722,10.083,7.784,6.344,5.887,4.805,12.687,16.858,Ellipsis
M28,sudoku,13:09:58,1773.665,261.155,55.566,16.601,11.406,11.782,8.88,6.363,14.437,20.505,Ellipsis
M28,sudoku,13:09:58,2569.004,372.842,80.504,25.111,16.732,19.367,12.029,7.93,15.793,24.695,Ellipsis
M28,sudoku,13:09:58,3123.218,450.483,99.951,33.904,23.552,27.267,14.569,9.137,16.305,28.723,Ellipsis
M28,sudoku,13:09:58,3294.255,468.611,109.383,40.793,30.959,33.471,15.793,9.984,15.835,31.956,Ellipsis
M28,sudoku,13:09:58,3005.971,422.134,108.661,44.036,37.57,36.833,15.446,10.926,14.615,34.145,Ellipsis
M28,sudoku,13:09:58,2386.855,328.841,100.95,43.148,42.163,36.102,14.342,12.618,13.366,35.736,Ellipsis
M28,sudoku,13:09:58,1617.905,219.767,90.776,39.106,44.547,38.118,14.936,15.175,12.983,37.729,Ellipsis
M28,sudoku,13:09:58,939.599,125.352,81.265,33.845,46.149,46.323,20.441,18.296,14.13,41.733,Ellipsis
M28,sudoku,13:09:59,482.633,63.256,73.314,29.274,49.459,67.424,32.352,20.982,16.828,49.532,Ellipsis
M28,sudoku,13:09:59,256.252,34.442,66.022,26.829,56.486,99.39,49.037,22.311,21.046,62.158,Ellipsis
M28,sudoku,13:09:59,171.837,29.767,58.777,27.117,67.367,135.782,65.877,21.879,26.729,79.125,Ellipsis
M28,sudoku,13:09:59,140.135,38.271,52.904,30.406,80.239,161.865,76.85,19.873,33.449,97.997,Ellipsis
M28,sudoku,13:09:59,133.689,54.046,52.196,36.954,91.982,174.025,78.367,17.89,40.221,114.961,Ellipsis
M28,sudoku,13:09:59,145.885,74.925,57.845,46.548,99.691,173.186,71.791,18.499,45.788,126.212,Ellipsis
M28,sudoku,13:09:59,169.029,96.478,68.316,57.766,102.09,161.336,62.311,23.678,48.779,129.587,Ellipsis
M28,sudoku,13:09:59,190.328,112.403,79.08,67.97,99.641,150.845,55.629,33.885,48.703,125.785,Ellipsis
M28,sudoku,13:10:00,212.507,117.854,85.546,74.181,93.701,153.903,55.347,47.335,45.961,117.768,Ellipsis
M28,sudoku,13:10:00,220.133,111.372,84.721,74.188,85.556,172.761,60.943,60.325,41.665,109.037,Ellipsis
M28,sudoku,13:10:00,219.381,95.05,76.967,67.539,76.05,198.045,68.429,68.659,37.118,102.009,Ellipsis
M28,sudoku,13:10:00,207.504,73.542,64.516,55.981,65.701,218.199,72.486,69.426,33.321,97.196,Ellipsis
M28,sudoku,13:10:00,198.789,52.487,50.373,42.342,55.03,230.651,70.297,62.413,30.689,93.759,Ellipsis
M28,sudoku,13:10:00,194.805,35.592,37.228,29.615,45.011,223.944,62.86,50.35,29.024,90.573,Ellipsis
M28,sudoku,13:10:00,193.234,25.307,27.657,19.769,36.778,208.417,52.856,37.329,27.765,87.025,Ellipsis
M28,sudoku,13:10:00,201.85,21.367,23.02,13.485,30.918,192.114,43.012,26.644,26.538,82.979,Ellipsis
M28,sudoku,13:10:01,209.941,21.378,23.856,10.555,27.213,171.924,35.487,20.012,25.37,78.781,Ellipsis
M28,sudoku,13:10:01,230.353,23.258,29.322,10.154,24.946,151.402,30.877,16.746,24.091,74.914,Ellipsis
M28,sudoku,13:10:01,266.326,25.098,38.099,11.351,23.461,130.324,28.537,15.082,22.429,71.498,Ellipsis
M28,sudoku,13:10:01,320.719,25.937,47.587,13.081,22.327,109.434,27.153,13.646,20.327,68.42,Ellipsis
M28,sudoku,13:10:01,367.087,25.333,54.992,14.414,21.431,97.669,25.833,12.059,18.121,65.638,Ellipsis
M28,sudoku,13:10:01,391.862,23.05,57.958,14.739,20.805,85.196,24.276,10.348,16.445,63.4,Ellipsis
M28,sudoku,13:10:01,377.91,20.269,55.512,13.93,20.446,78.479,23.441,8.512,16.006,62.174,Ellipsis
M28,sudoku,13:10:01,324.347,17.709,48.267,12.427,20.311,75.055,24.249,6.865,17.272,62.178,Ellipsis
M28,sudoku,13:10:02,250.853,15.853,38.091,11.008,20.404,70.903,27.013,5.636,20.409,63.25,Ellipsis
M28,sudoku,13:10:02,161.659,14.523,27.34,10.326,20.728,65.499,30.824,5.126,25.211,65.13,Ellipsis
M28,sudoku,13:10:02,90.852,13.13,17.879,10.622,21.152,61.464,33.7,5.555,30.911,67.599,Ellipsis
M28,sudoku,13:10:02,39.317,11.349,10.877,11.678,21.431,56.788,34.296,6.974,36.175,70.493,Ellipsis
M28,sudoku,13:10:02,17.032,9.076,6.729,12.928,21.289,51.269,32.083,9.2,39.757,73.442,Ellipsis
M28,sudoku,13:10:02,7.301,7.026,5.141,13.843,20.543,44.953,27.719,12.036,40.915,75.738,Ellipsis
M28,sudoku,13:10:02,5.278,5.684,5.46,14.18,19.291,38.385,22.847,14.982,39.742,77.078,Ellipsis
M28,sudoku,13:10:02,4.04,5.221,6.834,13.959,17.928,32.853,18.687,17.367,37.041,78.257,Ellipsis
M28,sudoku,13:10:03,3.256,5.483,8.671,13.297,16.961,28.375,16.161,18.787,33.78,80.642,Ellipsis
M28,sudoku,13:10:03,3.197,6.289,10.392,12.268,16.79,25.417,15.076,19.369,30.592,84.847,Ellipsis
M28,sudoku,13:10:03,3.092,7.235,11.504,10.91,17.518,26.888,14.792,19.689,27.596,90.03,Ellipsis
M28,sudoku,13:10:03,3.366,7.913,11.708,9.267,18.884,32.227,15.113,20.224,24.602,94.176,Ellipsis
M28,sudoku,13:10:03,3.096,8.275,11.266,7.615,20.35,37.844,16.336,21.259,21.656,95.303,Ellipsis
M28,sudoku,13:10:03,2.81,8.359,10.772,6.387,21.403,41.755,18.754,22.637,19.167,92.98,Ellipsis
M28,sudoku,13:10:03,2.412,8.238,10.647,5.913,21.918,42.982,22.349,23.855,17.651,88.928,Ellipsis
M28,sudoku,13:10:03,2.218,8.026,11.075,6.324,22.132,41.476,26.744,24.934,17.701,86.006,Ellipsis
M28,sudoku,13:10:04,2.614,7.771,11.773,7.465,22.369,38.287,31.125,25.933,19.457,86.496,Ellipsis
M28,sudoku,13:10:04,3.677,7.528,12.193,8.886,22.762,35.429,34.493,26.831,22.447,90.923,Ellipsis
M28,sudoku,13:10:04,5.566,7.396,11.827,10.094,23.25,32.679,35.915,27.334,25.835,98.408,Ellipsis
M28,sudoku,13:10:04,7.602,7.529,10.65,10.788,23.645,30.544,34.816,26.784,28.73,107.507,Ellipsis
M28,sudoku,13:10:04,9.231,8.025,9.099,10.949,23.771,28.886,31.154,24.968,30.551,117.054,Ellipsis
M28,sudoku,13:10:04,10.373,8.799,7.853,10.709,23.57,26.84,25.607,22.075,30.968,126.365,Ellipsis
M28,sudoku,13:10:04,11.13,9.632,7.369,10.217,23.088,25.143,19.381,18.887,29.905,134.441,Ellipsis
M28,sudoku,13:10:04,12.141,10.225,7.717,9.586,22.417,23.262,13.656,16.395,27.538,139.252,Ellipsis
M28,sudoku,13:10:05,13.22,10.349,8.577,8.856,21.613,22.783,9.388,15.234,24.29,138.342,Ellipsis
M28,sudoku,13:10:05,14.055,9.962,9.369,8.053,20.619,22.906,7.076,15.277,20.726,130.299,Ellipsis
M28,sudoku,13:10:05,14.118,9.262,9.607,7.22,19.341,24.651,6.555,15.807,17.455,115.973,Ellipsis
M28,sudoku,13:10:05,13.204,8.528,9.113,6.464,17.795,27.729,7.325,15.857,15.073,98.557,Ellipsis
M28,sudoku,13:10:05,11.802,7.955,8.08,5.937,16.229,30.978,8.78,14.959,14.059,82.401,Ellipsis
M28,sudoku,13:10:05,10.813,7.61,6.856,5.673,14.961,33.665,10.351,13.5,14.519,70.835,Ellipsis
M28,sudoku,13:10:05,10.836,7.372,5.824,5.585,14.126,34.661,11.441,11.961,16.278,64.689,Ellipsis
M28,sudoku,13:10:05,11.924,7.114,5.305,5.54,13.642,33.109,11.562,10.945,18.854,62.577,Ellipsis
M28,sudoku,13:10:06,13.351,6.839,5.343,5.46,13.381,29.346,10.605,10.773,21.564,62.435,Ellipsis
M28,sudoku,13:10:06,14.378,6.627,5.718,5.347,13.359,24.893,8.868,11.394,23.821,63.291,Ellipsis
M28,sudoku,13:10:06,14.223,6.464,6.091,5.236,13.73,20.029,6.854,12.41,25.201,65.337,Ellipsis
M28,sudoku,13:10:06,13.109,6.333,6.191,5.137,14.58,17.549,5.187,13.475,25.349,68.82,Ellipsis
M28,sudoku,13:10:06,11.491,6.231,5.883,5.029,15.831,15.823,4.278,14.038,24.402,73.576,Ellipsis
M28,sudoku,13:10:06,10.186,6.165,5.3,4.958,17.243,16.238,4.184,13.799,22.972,78.777,Ellipsis
M28,sudoku,13:10:06,9.531,6.093,4.626,5.037,18.533,17.345,4.654,12.958,22.0,83.241,Ellipsis
M28,sudoku,13:10:06,9.492,5.96,4.01,5.355,19.452,18.747,5.291,11.883,22.284,85.757,Ellipsis
M28,sudoku,13:10:07,9.603,5.706,3.508,5.945,19.805,18.379,6.105,10.868,24.21,85.575,Ellipsis
M28,sudoku,13:10:07,9.442,5.302,3.127,6.726,19.468,18.505,7.366,10.041,27.494,82.707,Ellipsis
M28,sudoku,13:10:07,8.952,4.836,2.897,7.539,18.433,17.961,9.165,9.509,31.371,77.772,Ellipsis
M28,sudoku,13:10:07,8.321,4.569,2.872,8.205,16.859,17.544,11.217,9.263,34.896,71.73,Ellipsis
M28,sudoku,13:10:07,7.71,4.819,3.092,8.553,15.015,22.023,13.357,9.552,37.261,65.473,Ellipsis
M28,sudoku,13:10:07,7.227,5.712,3.537,8.486,13.179,37.085,15.624,11.167,38.022,59.702,Ellipsis
M28,sudoku,13:10:07,6.986,7.096,4.059,8.028,11.569,67.845,18.224,14.51,37.079,54.779,Ellipsis
M28,sudoku,13:10:07,6.976,8.664,4.469,7.297,10.358,109.638,21.275,19.112,34.681,50.768,Ellipsis
M28,sudoku,13:10:08,7.136,9.991,4.639,6.478,9.711,154.663,24.613,23.881,31.308,47.69,Ellipsis
M28,sudoku,13:10:08,7.485,10.778,4.543,5.797,9.681,187.345,27.496,27.357,27.597,45.471,Ellipsis
M28,sudoku,13:10:08,8.021,10.91,4.269,5.442,10.127,198.287,29.082,28.422,24.174,43.861,Ellipsis
M28,sudoku,13:10:08,8.995,10.463,3.991,5.511,10.781,182.562,28.628,26.862,21.49,42.554,Ellipsis
M28,sudoku,13:10:08,10.507,9.678,3.857,5.945,11.322,147.123,26.07,23.367,19.75,41.134,Ellipsis
M28,sudoku,13:10:08,12.537,8.779,3.886,6.544,11.482,104.657,21.889,18.974,18.911,39.189,Ellipsis
M28,sudoku,13:10:08,14.626,7.941,4.005,7.041,11.163,67.708,17.15,14.69,18.735,36.68,Ellipsis
M28,sudoku,13:10:08,16.206,7.179,4.109,7.228,10.478,43.878,12.991,11.309,18.948,34.282,Ellipsis
M28,sudoku,13:10:09,16.782,6.407,4.128,7.051,9.721,32.829,9.979,9.119,19.349,33.077,Ellipsis
M28,sudoku,13:10:09,16.136,5.629,4.006,6.582,9.202,26.994,8.061,7.785,19.722,33.826,Ellipsis
M28,sudoku,13:10:09,14.378,4.864,3.7,5.918,9.081,21.867,6.761,6.82,19.691,36.565,Ellipsis
M28,sudoku,13:10:09,11.849,4.123,3.22,5.174,9.313,15.581,5.656,5.906,18.963,40.66,Ellipsis
M28,sudoku,13:10:09,9.032,3.367,2.664,4.501,9.698,9.632,4.699,4.971,17.551,44.942,Ellipsis
M28,sudoku,13:10:09,6.367,2.697,2.231,4.019,10.0,6.556,4.016,4.34,15.864,48.038,Ellipsis
M28,sudoku,13:10:09,4.305,2.411,2.089,3.8,10.095,5.264,3.86,4.503,14.494,48.992,Ellipsis
M28,sudoku,13:10:09,3.114,2.67,2.221,3.903,9.978,6.574,4.235,5.525,13.987,47.633,Ellipsis
M28,sudoku,13:10:10,2.821,3.459,2.464,4.317,9.687,9.128,4.88,7.118,14.422,44.44,Ellipsis
M28,sudoku,13:10:10,3.167,4.546,2.646,4.993,9.314,12.418,5.403,8.745,15.521,40.415,Ellipsis
M28,sudoku,13:10:10,3.847,5.589,2.665,5.783,9.01,15.21,5.53,9.848,16.753,36.944,Ellipsis
M28,sudoku,13:10:10,4.609,6.246,2.541,6.464,8.895,16.675,5.156,10.092,17.555,35.31,Ellipsis
M28,sudoku,13:10:10,5.307,6.29,2.4,6.824,8.983,16.292,4.455,9.543,17.536,36.109,Ellipsis
M28,sudoku,13:10:10,5.862,5.708,2.381,6.758,9.189,15.143,3.776,8.583,16.672,38.932,Ellipsis
M28,sudoku,13:10:10,6.332,4.719,2.641,6.306,9.336,13.93,3.342,7.817,15.499,42.357,Ellipsis
M28,sudoku,13:10:10,6.583,3.701,3.261,5.608,9.23,13.555,3.208,7.673,14.751,44.599,Ellipsis
M28,sudoku,13:10:11,6.527,2.997,4.244,4.843,8.766,14.397,3.308,8.318,14.934,44.403,Ellipsis
M28,sudoku,13:10:11,6.134,2.77,5.458,4.165,7.987,16.029,3.469,9.533,16.048,41.612,Ellipsis
M28,sudoku,13:10:11,5.585,2.994,6.665,3.684,7.074,17.847,3.567,10.91,17.636,37.18,Ellipsis
M28,sudoku,13:10:11,5.18,3.511,7.572,3.465,6.249,19.821,3.632,12.019,19.078,32.805,Ellipsis
M28,sudoku,13:10:11,5.389,4.139,7.9,3.516,5.688,20.621,3.673,12.471,19.868,30.255,Ellipsis
M28,sudoku,13:10:11,6.686,4.744,7.489,3.817,5.465,20.648,3.723,12.09,19.766,30.521,Ellipsis
M28,sudoku,13:10:11,9.307,5.222,6.378,4.323,5.528,20.074,3.786,10.987,18.942,33.275,Ellipsis
M28,sudoku,13:10:11,12.871,5.521,4.849,4.976,5.811,19.839,3.833,9.549,17.768,37.09,Ellipsis
M28,sudoku,13:10:12,16.459,5.612,3.291,5.645,6.338,21.596,3.824,8.288,16.515,40.409,Ellipsis
M28,sudoku,13:10:12,19.01,5.486,2.055,6.163,7.272,26.534,3.923,7.705,15.383,42.46,Ellipsis
M28,sudoku,13:10:12,19.493,5.216,1.333,6.397,8.848,30.952,4.475,8.152,14.46,43.576,Ellipsis
M28,sudoku,13:10:12,18.144,4.911,1.112,6.279,11.181,36.875,5.826,9.758,13.656,44.785,Ellipsis
M28,sudoku,13:10:12,15.253,4.661,1.186,5.816,14.111,40.566,7.945,12.141,12.933,47.0,Ellipsis
M28,sudoku,13:10:12,11.876,4.486,1.356,5.124,17.199,44.55,10.399,14.788,12.486,50.385,Ellipsis
M28,sudoku,13:10:12,8.893,4.344,1.503,4.366,19.814,48.163,12.366,16.702,12.371,54.117,Ellipsis
M28,sudoku,13:10:12,6.873,4.147,1.669,3.726,21.346,49.941,13.102,17.273,12.632,56.715,Ellipsis
M28,sudoku,13:10:13,5.745,3.87,2.019,3.399,21.469,50.206,12.439,16.632,13.47,57.009,Ellipsis
M28,sudoku,13:10:13,5.08,3.564,2.713,3.522,20.307,50.566,10.795,15.435,14.992,55.206,Ellipsis
M28,sudoku,13:10:13,4.531,3.353,3.809,4.144,18.33,53.751,8.864,14.566,17.307,52.826,Ellipsis
M28,sudoku,13:10:13,3.957,3.375,5.265,5.269,16.115,61.046,7.258,14.649,20.726,51.7,Ellipsis
M28,sudoku,13:10:13,3.603,3.74,6.91,6.846,14.115,69.536,6.301,15.845,25.563,52.854,Ellipsis
M28,sudoku,13:10:13,3.805,4.546,8.49,8.695,12.592,77.764,6.305,17.622,31.704,56.45,Ellipsis
M28,sudoku,13:10:13,5.028,5.819,9.765,10.503,11.652,88.208,7.948,18.974,38.378,61.968,Ellipsis
M28,sudoku,13:10:13,7.556,7.446,10.586,11.845,11.289,95.981,11.732,19.073,44.258,68.266,Ellipsis
M28,sudoku,13:10:14,11.428,9.14,10.935,12.369,11.44,105.66,17.339,17.863,47.913,73.963,Ellipsis
M28,sudoku,13:10:14,15.967,10.526,10.909,11.946,12.008,102.905,23.422,15.725,48.113,78.163,Ellipsis
M28,sudoku,13:10:14,20.128,11.294,10.663,10.801,12.846,103.587,27.949,13.442,44.659,80.703,Ellipsis
M28,sudoku,13:10:14,22.781,11.271,10.253,9.408,13.742,94.998,29.282,11.474,38.529,81.863,Ellipsis
M28,sudoku,13:10:14,23.268,10.481,9.688,8.28,14.481,79.721,27.057,10.176,31.379,82.061,Ellipsis
M28,sudoku,13:10:14,21.633,9.123,8.912,7.783,14.912,61.374,22.088,9.584,24.977,81.611,Ellipsis
M28,sudoku,13:10:14,18.508,7.595,7.962,7.956,15.022,41.202,16.198,9.663,20.425,80.654,Ellipsis
M28,sudoku,13:10:14,14.829,6.272,6.978,8.46,14.959,26.942,11.006,10.348,17.72,79.406,Ellipsis
M28,sudoku,13:10:15,11.452,5.404,6.166,8.817,14.918,18.982,7.58,11.543,16.14,78.166,Ellipsis
M28,sudoku,13:10:15,8.868,5.046,5.748,8.665,14.946,17.481,6.089,13.083,14.82,76.83,Ellipsis
M28,sudoku,13:10:15,7.033,4.996,5.82,7.98,14.935,19.606,5.897,14.721,13.627,75.163,Ellipsis
M28,sudoku,13:10:15,5.668,5.011,6.231,7.092,14.819,23.32,6.143,16.123,13.119,73.411,Ellipsis
M28,sudoku,13:10:15,4.865,5.244,7.093,6.513,14.659,28.12,6.455,17.277,14.05,72.26,Ellipsis
M28,sudoku,13:10:15,5.079,6.308,9.225,6.712,14.627,33.757,7.05,19.093,16.902,72.192,Ellipsis
M28,sudoku,13:10:15,6.519,8.718,13.398,7.859,14.966,40.458,8.29,22.687,21.382,73.406,Ellipsis
M28,sudoku,13:10:15,8.845,12.41,19.471,9.687,15.891,48.179,10.316,28.203,26.486,76.189,Ellipsis
M28,sudoku,13:10:16,11.235,16.686,26.136,11.506,17.415,56.228,12.92,34.437,30.781,80.822,Ellipsis
M28,sudoku,13:10:16,12.776,20.375,31.318,12.542,19.269,62.859,15.548,39.188,32.97,87.241,Ellipsis
M28,sudoku,13:10:16,12.893,22.233,33.11,12.322,20.959,66.508,17.491,40.349,32.467,94.869,Ellipsis
M28,sudoku,13:10:16,11.48,21.501,30.576,10.809,21.951,65.941,18.001,36.819,29.451,102.314,Ellipsis
M28,sudoku,13:10:16,9.098,18.32,24.399,8.532,21.881,62.362,16.78,29.326,24.912,107.51,Ellipsis
M28,sudoku,13:10:16,6.721,13.789,16.665,6.336,20.715,54.155,14.184,20.281,20.317,108.63,Ellipsis
M28,sudoku,13:10:16,5.205,9.371,9.873,5.023,18.764,45.981,11.156,12.413,16.903,104.973,Ellipsis
M28,sudoku,13:10:16,4.869,6.222,5.679,5.008,16.578,35.866,8.632,7.331,15.315,97.296,Ellipsis
M28,sudoku,13:10:17,5.491,4.758,4.285,6.134,14.697,29.367,7.288,5.242,15.423,87.382,Ellipsis
M28,sudoku,13:10:17,6.436,4.709,4.66,7.781,13.416,24.693,7.171,5.126,16.397,77.319,Ellipsis
M28,sudoku,13:10:17,7.127,5.493,5.496,9.213,12.749,23.211,7.94,5.731,17.29,68.905,Ellipsis
M28,sudoku,13:10:17,7.29,6.6,6.184,9.975,12.487,20.493,9.059,6.472,17.56,63.088,Ellipsis
M28,sudoku,13:10:17,6.922,7.646,6.748,9.918,12.348,19.27,10.076,7.377,17.175,59.929,Ellipsis
M28,sudoku,13:10:17,6.17,8.292,7.254,9.11,12.101,16.285,10.71,8.345,16.483,59.048,Ellipsis
M28,sudoku,13:10:17,5.26,8.294,7.668,7.813,11.705,14.271,10.79,9.113,15.912,59.968,Ellipsis
M28,sudoku,13:10:17,4.401,7.6,7.837,6.357,11.32,13.196,10.374,9.328,15.708,62.127,Ellipsis
M28,sudoku,13:10:18,3.764,6.369,7.576,5.004,11.195,14.266,9.77,8.814,15.873,64.948,Ellipsis
M28,sudoku,13:10:18,3.395,4.899,6.83,3.937,11.516,18.014,9.333,7.682,16.305,67.807,Ellipsis
M28,sudoku,13:10:18,3.261,3.539,5.743,3.214,12.215,23.326,9.394,6.38,16.847,69.841,Ellipsis
M28,sudoku,13:10:18,3.325,2.552,4.665,2.788,12.977,28.443,10.005,5.536,17.408,70.24,Ellipsis
M28,sudoku,13:10:18,3.427,2.019,3.884,2.589,13.426,30.861,10.79,5.462,17.974,68.746,Ellipsis
M28,sudoku,13:10:18,3.432,1.856,3.517,2.612,13.364,30.179,11.133,6.062,18.652,65.901,Ellipsis
M28,sudoku,13:10:18,3.317,1.929,3.479,2.894,12.922,25.26,10.611,7.125,19.438,62.876,Ellipsis
M28,sudoku,13:10:18,3.242,2.126,3.53,3.439,12.443,18.811,9.299,8.304,20.16,60.848,Ellipsis
M28,sudoku,13:10:19,3.47,2.355,3.422,4.236,12.297,12.368,7.905,9.415,20.669,60.326,Ellipsis
M28,sudoku,13:10:19,4.133,2.615,3.168,5.342,12.705,8.803,7.33,10.59,21.352,61.099,Ellipsis
M28,sudoku,13:10:19,5.283,3.006,3.083,6.798,13.676,8.019,7.999,12.302,22.904,62.744,Ellipsis
M28,sudoku,13:10:19,6.902,3.646,3.566,8.548,15.059,9.634,9.873,15.189,25.689,65.263,Ellipsis
M28,sudoku,13:10:19,9.031,4.573,4.798,10.364,16.586,12.188,12.452,19.375,29.337,69.049,Ellipsis
M28,sudoku,13:10:19,11.21,5.661,6.567,11.876,18.001,14.341,15.049,24.083,32.9,74.403,Ellipsis
M28,sudoku,13:10:19,12.978,6.773,8.346,12.682,19.164,15.435,17.179,28.006,35.268,81.249,Ellipsis
M28,sudoku,13:10:19,13.915,7.752,9.623,12.608,20.055,16.196,18.676,30.111,35.916,89.087,Ellipsis
M28,sudoku,13:10:20,13.764,8.443,10.148,11.807,20.634,16.102,19.627,30.049,34.989,96.75,Ellipsis
M28,sudoku,13:10:20,12.513,8.734,10.034,10.714,20.889,16.107,20.254,28.272,33.279,102.819,Ellipsis
M28,sudoku,13:10:20,10.67,8.62,9.568,9.748,20.948,15.263,20.522,25.511,31.605,106.397,Ellipsis
M28,sudoku,13:10:20,8.845,8.165,8.997,9.126,21.051,14.04,20.292,22.525,30.256,107.373,Ellipsis
M28,sudoku,13:10:20,7.611,7.52,8.366,8.751,21.444,13.051,19.488,19.609,28.819,106.387,Ellipsis
M28,sudoku,13:10:20,7.246,6.933,7.619,8.36,22.355,13.872,18.318,16.802,26.514,105.002,Ellipsis
M28,sudoku,13:10:20,7.514,6.757,6.672,7.706,23.815,17.084,17.185,14.075,22.852,104.983,Ellipsis
M28,sudoku,13:10:20,8.286,7.267,5.584,6.817,25.507,21.458,16.318,11.466,18.224,107.1,Ellipsis
M28,sudoku,13:10:21,9.011,8.473,4.558,6.029,26.88,25.778,15.645,9.262,13.827,110.683,Ellipsis
M28,sudoku,13:10:21,9.986,10.512,3.789,5.683,27.375,28.107,14.714,7.791,11.127,113.924,Ellipsis
M28,sudoku,13:10:21,12.531,13.764,3.424,5.97,26.685,27.035,13.416,7.233,11.393,114.598,Ellipsis
M28,sudoku,13:10:21,17.818,18.454,3.439,6.865,24.91,24.125,12.033,7.407,15.304,111.286,Ellipsis
M28,sudoku,13:10:21,26.068,24.13,3.674,8.125,22.671,19.686,10.962,7.839,22.498,104.501,Ellipsis
M28,sudoku,13:10:21,35.333,29.434,3.976,9.41,20.823,16.439,10.379,8.161,31.78,96.397,Ellipsis
M28,sudoku,13:10:21,42.692,32.611,4.247,10.447,20.059,15.231,10.349,8.382,41.242,89.845,Ellipsis
M28,sudoku,13:10:21,45.244,32.318,4.42,11.068,20.527,15.409,10.678,8.562,48.714,86.872,Ellipsis
M28,sudoku,13:10:22,41.837,28.302,4.478,11.155,21.838,16.195,11.005,8.733,52.41,87.934,Ellipsis
M28,sudoku,13:10:22,33.464,21.627,4.476,10.819,23.289,16.607,10.978,8.977,52.133,91.825,Ellipsis
M28,sudoku,13:10:22,23.018,14.275,4.511,10.335,24.071,16.321,10.554,9.352,49.167,96.189,Ellipsis
M28,sudoku,13:10:22,13.511,8.148,4.615,10.004,23.725,14.948,9.929,9.856,45.561,99.576,Ellipsis
M28,sudoku,13:10:22,6.975,4.379,4.716,10.019,22.373,12.283,9.348,10.366,43.015,102.571,Ellipsis
M28,sudoku,13:10:22,3.837,2.866,4.729,10.253,20.482,9.041,8.954,10.844,41.794,106.566,Ellipsis
M28,sudoku,13:10:22,2.899,2.746,4.657,10.401,18.605,6.145,8.776,11.36,40.94,112.162,Ellipsis
M28,sudoku,13:10:22,2.654,3.175,4.664,10.167,17.213,4.312,8.731,12.192,39.134,118.487,Ellipsis
M28,sudoku,13:10:23,2.517,3.832,4.904,9.4,16.582,3.828,8.713,13.426,35.616,123.873,Ellipsis
M28,sudoku,13:10:23,2.576,4.551,5.544,8.2,16.836,4.444,8.603,15.0,30.725,127.452,Ellipsis
M28,sudoku,13:10:23,2.898,5.141,6.611,6.888,17.933,5.414,8.35,16.823,25.794,129.874,Ellipsis
M28,sudoku,13:10:23,3.39,5.455,7.857,5.807,19.574,6.343,7.945,18.501,22.266,132.303,Ellipsis
M28,sudoku,13:10:23,3.813,5.448,8.778,5.128,21.175,6.457,7.503,19.294,20.792,135.108,Ellipsis
M28,sudoku,13:10:23,4.12,5.157,8.942,4.854,22.109,5.956,7.293,18.616,21.268,137.414,Ellipsis
M28,sudoku,13:10:23,4.234,4.679,8.225,4.87,21.997,5.158,7.371,16.53,22.85,137.311,Ellipsis
M28,sudoku,13:10:23,4.267,4.138,6.835,5.051,20.898,4.411,7.556,13.525,24.671,132.981,Ellipsis
M28,sudoku,13:10:24,4.355,3.679,5.249,5.387,19.251,4.071,7.566,10.401,26.561,123.939,Ellipsis
