UserID,Phase,Time,AF3_Theta,AF3_Alpha,AF3_BetaL,AF3_BetaH,AF3_Gamma,T7_Theta,T7_Alpha,T7_BetaL,T7_BetaH,T7_Gamma,Ellipsis
M28,baseline occhi chiusi,12:48:22,1.42,4.376,1.268,1.842,1.393,3.615,3.209,0.911,0.983,2.353,Ellipsis
M28,baseline occhi chiusi,12:48:22,1.449,3.904,1.306,1.795,1.388,3.385,4.168,0.828,1.035,2.256,Ellipsis
M28,baseline occhi chiusi,12:48:22,1.559,3.677,1.285,1.767,1.353,2.935,5.159,0.828,1.064,2.083,Ellipsis
M28,baseline occhi chiusi,12:48:22,1.625,3.63,1.24,1.768,1.292,2.443,5.929,0.944,1.065,1.885,Ellipsis
M28,baseline occhi chiusi,12:48:23,1.676,3.625,1.211,1.785,1.216,2.004,6.251,1.161,1.062,1.71,Ellipsis
M28,baseline occhi chiusi,12:48:23,1.644,3.571,1.233,1.789,1.139,1.737,6.049,1.421,1.091,1.587,Ellipsis
M28,baseline occhi chiusi,12:48:23,1.646,3.47,1.304,1.752,1.071,1.628,5.419,1.617,1.172,1.519,Ellipsis
M28,baseline occhi chiusi,12:48:23,1.752,3.402,1.407,1.679,1.016,1.588,4.568,1.672,1.299,1.485,Ellipsis
M28,baseline occhi chiusi,12:48:23,1.999,3.425,1.495,1.598,0.976,1.53,3.732,1.569,1.445,1.461,Ellipsis
M28,baseline occhi chiusi,12:48:23,2.33,3.5,1.527,1.548,0.956,1.382,3.089,1.355,1.568,1.431,Ellipsis
M28,baseline occhi chiusi,12:48:23,2.593,3.509,1.534,1.567,0.966,1.162,2.665,1.119,1.633,1.39,Ellipsis
M28,baseline occhi chiusi,12:48:23,2.641,3.36,1.627,1.684,1.009,0.903,2.369,0.96,1.621,1.34,Ellipsis
M28,baseline occhi chiusi,12:48:24,2.415,3.077,1.908,1.908,1.086,0.703,2.093,0.939,1.533,1.29,Ellipsis
M28,baseline occhi chiusi,12:48:24,1.952,2.794,2.361,2.216,1.187,0.624,1.823,1.08,1.391,1.257,Ellipsis
M28,baseline occhi chiusi,12:48:24,1.383,2.674,2.851,2.562,1.3,0.687,1.642,1.367,1.238,1.254,Ellipsis
M28,baseline occhi chiusi,12:48:24,0.901,2.908,3.207,2.867,1.412,0.841,1.663,1.717,1.106,1.286,Ellipsis
M28,baseline occhi chiusi,12:48:24,0.577,3.626,3.299,3.053,1.508,1.009,1.944,2.001,1.01,1.353,Ellipsis
M28,baseline occhi chiusi,12:48:24,0.489,4.809,3.095,3.091,1.573,1.11,2.475,2.145,0.969,1.449,Ellipsis
M28,baseline occhi chiusi,12:48:24,0.534,6.27,2.702,3.001,1.61,1.115,3.163,2.178,1.015,1.573,Ellipsis
M28,baseline occhi chiusi,12:48:24,0.679,7.669,2.322,2.837,1.637,1.054,3.853,2.186,1.164,1.722,Ellipsis
M28,baseline occhi chiusi,12:48:25,0.827,8.628,2.119,2.662,1.675,0.986,4.381,2.226,1.394,1.881,Ellipsis
M28,baseline occhi chiusi,12:48:25,0.963,8.845,2.142,2.514,1.729,1.015,4.615,2.284,1.643,2.024,Ellipsis
M28,baseline occhi chiusi,12:48:25,1.049,8.211,2.319,2.396,1.789,1.137,4.521,2.307,1.835,2.124,Ellipsis
M28,baseline occhi chiusi,12:48:25,1.066,6.889,2.53,2.282,1.829,1.359,4.144,2.226,1.916,2.164,Ellipsis
M28,baseline occhi chiusi,12:48:25,1.037,5.244,2.671,2.153,1.825,1.569,3.592,2.039,1.875,2.147,Ellipsis
M28,baseline occhi chiusi,12:48:25,0.997,3.727,2.717,2.032,1.767,1.734,3.003,1.818,1.762,2.083,Ellipsis
M28,baseline occhi chiusi,12:48:25,1.049,2.682,2.669,1.985,1.662,1.813,2.498,1.669,1.678,1.987,Ellipsis
M28,baseline occhi chiusi,12:48:25,1.284,2.192,2.541,2.061,1.54,1.831,2.18,1.667,1.714,1.874,Ellipsis
M28,baseline occhi chiusi,12:48:26,1.694,2.112,2.342,2.247,1.433,1.813,2.091,1.809,1.884,1.756,Ellipsis
M28,baseline occhi chiusi,12:48:26,2.262,2.214,2.093,2.494,1.369,1.816,2.186,2.005,2.122,1.647,Ellipsis
M28,baseline occhi chiusi,12:48:26,2.892,2.355,1.824,2.759,1.365,1.9,2.351,2.139,2.311,1.562,Ellipsis
M28,baseline occhi chiusi,12:48:26,3.539,2.477,1.563,3.018,1.419,2.125,2.476,2.142,2.376,1.522,Ellipsis
M28,baseline occhi chiusi,12:48:26,4.231,2.559,1.332,3.259,1.508,2.496,2.52,2.012,2.295,1.531,Ellipsis
M28,baseline occhi chiusi,12:48:26,4.758,2.609,1.142,3.462,1.601,2.887,2.53,1.77,2.085,1.577,Ellipsis
M28,baseline occhi chiusi,12:48:26,5.071,2.743,1.025,3.601,1.671,3.165,2.593,1.481,1.812,1.633,Ellipsis
M28,baseline occhi chiusi,12:48:26,5.104,3.117,0.973,3.662,1.698,3.196,2.744,1.213,1.572,1.662,Ellipsis
M28,baseline occhi chiusi,12:48:27,4.925,3.793,0.949,3.625,1.666,2.952,2.944,1.013,1.444,1.638,Ellipsis
M28,baseline occhi chiusi,12:48:27,4.516,4.66,0.926,3.481,1.581,2.523,3.101,0.914,1.449,1.559,Ellipsis
M28,baseline occhi chiusi,12:48:27,3.961,5.455,0.917,3.285,1.466,2.047,3.088,0.915,1.552,1.45,Ellipsis
M28,baseline occhi chiusi,12:48:27,3.377,5.918,0.948,3.131,1.362,1.625,2.834,0.995,1.687,1.357,Ellipsis
M28,baseline occhi chiusi,12:48:27,2.845,5.929,1.028,3.107,1.311,1.299,2.372,1.115,1.786,1.332,Ellipsis
M28,baseline occhi chiusi,12:48:27,2.488,5.599,1.165,3.247,1.34,1.078,1.835,1.23,1.811,1.404,Ellipsis
M28,baseline occhi chiusi,12:48:27,2.314,5.214,1.341,3.491,1.442,0.936,1.377,1.293,1.746,1.565,Ellipsis
M28,baseline occhi chiusi,12:48:27,2.256,5.074,1.504,3.728,1.58,0.857,1.094,1.278,1.604,1.761,Ellipsis
M28,baseline occhi chiusi,12:48:28,2.323,5.306,1.6,3.855,1.698,0.819,1.02,1.18,1.436,1.92,Ellipsis
M28,baseline occhi chiusi,12:48:28,2.503,5.791,1.589,3.819,1.751,0.862,1.14,1.022,1.303,1.991,Ellipsis
M28,baseline occhi chiusi,12:48:28,2.79,6.216,1.501,3.619,1.72,1.045,1.406,0.857,1.239,1.973,Ellipsis
M28,baseline occhi chiusi,12:48:28,3.105,6.248,1.397,3.29,1.627,1.454,1.781,0.741,1.24,1.914,Ellipsis
M28,baseline occhi chiusi,12:48:28,3.406,5.719,1.327,2.896,1.526,2.082,2.241,0.693,1.28,1.887,Ellipsis
M28,baseline occhi chiusi,12:48:28,3.567,4.757,1.334,2.51,1.48,2.781,2.764,0.718,1.337,1.939,Ellipsis
M28,baseline occhi chiusi,12:48:28,3.585,3.701,1.428,2.188,1.516,3.35,3.317,0.8,1.399,2.061,Ellipsis
M28,baseline occhi chiusi,12:48:28,3.396,2.909,1.598,1.98,1.618,3.601,3.87,0.911,1.473,2.195,Ellipsis
M28,baseline occhi chiusi,12:48:29,3.136,2.603,1.832,1.922,1.737,3.443,4.378,1.041,1.583,2.272,Ellipsis
M28,baseline occhi chiusi,12:48:29,2.928,2.801,2.149,2.02,1.812,2.953,4.776,1.202,1.743,2.244,Ellipsis
M28,baseline occhi chiusi,12:48:29,3.014,3.32,2.596,2.225,1.8,2.362,4.995,1.409,1.947,2.105,Ellipsis
M28,baseline occhi chiusi,12:48:29,3.393,3.954,3.188,2.436,1.694,1.859,5.004,1.652,2.155,1.896,Ellipsis
M28,baseline occhi chiusi,12:48:29,3.907,4.637,3.869,2.555,1.523,1.603,4.816,1.878,2.313,1.675,Ellipsis
M28,baseline occhi chiusi,12:48:29,4.258,5.405,4.558,2.542,1.336,1.583,4.532,2.039,2.382,1.49,Ellipsis
M28,baseline occhi chiusi,12:48:29,4.223,6.245,5.114,2.422,1.185,1.736,4.275,2.084,2.36,1.37,Ellipsis
M28,baseline occhi chiusi,12:48:29,3.768,7.049,5.401,2.26,1.114,1.909,4.128,2.004,2.266,1.332,Ellipsis
M28,baseline occhi chiusi,12:48:30,3.041,7.607,5.327,2.114,1.142,2.031,4.083,1.827,2.126,1.382,Ellipsis
M28,baseline occhi chiusi,12:48:30,2.264,7.674,4.879,2.004,1.264,2.061,4.046,1.615,1.967,1.509,Ellipsis
M28,baseline occhi chiusi,12:48:30,1.632,7.121,4.143,1.925,1.44,2.01,3.894,1.457,1.815,1.678,Ellipsis
M28,baseline occhi chiusi,12:48:30,1.235,6.027,3.26,1.889,1.617,1.862,3.536,1.411,1.703,1.835,Ellipsis
M28,baseline occhi chiusi,12:48:30,1.077,4.669,2.39,1.922,1.739,1.646,2.951,1.486,1.667,1.935,Ellipsis
M28,baseline occhi chiusi,12:48:30,1.161,3.429,1.672,2.051,1.773,1.426,2.232,1.657,1.73,1.958,Ellipsis
M28,baseline occhi chiusi,12:48:30,1.419,2.646,1.218,2.29,1.715,1.262,1.56,1.861,1.883,1.917,Ellipsis
M28,baseline occhi chiusi,12:48:30,1.812,2.413,1.041,2.599,1.595,1.18,1.11,2.01,2.087,1.839,Ellipsis
M28,baseline occhi chiusi,12:48:31,2.192,2.55,1.068,2.886,1.455,1.141,0.992,2.048,2.282,1.756,Ellipsis
M28,baseline occhi chiusi,12:48:31,2.479,2.778,1.201,3.052,1.331,1.178,1.17,1.983,2.417,1.684,Ellipsis
M28,baseline occhi chiusi,12:48:31,2.634,2.928,1.34,3.046,1.238,1.231,1.522,1.849,2.459,1.621,Ellipsis
M28,baseline occhi chiusi,12:48:31,2.748,3.042,1.449,2.91,1.174,1.325,1.917,1.706,2.416,1.554,Ellipsis
M28,baseline occhi chiusi,12:48:31,2.858,3.179,1.561,2.747,1.123,1.409,2.244,1.583,2.316,1.465,Ellipsis
M28,baseline occhi chiusi,12:48:31,2.954,3.346,1.723,2.652,1.073,1.488,2.407,1.492,2.186,1.346,Ellipsis
M28,baseline occhi chiusi,12:48:31,2.968,3.493,1.95,2.658,1.024,1.536,2.369,1.418,2.05,1.207,Ellipsis
M28,baseline occhi chiusi,12:48:31,2.819,3.556,2.211,2.729,0.987,1.536,2.165,1.33,1.919,1.073,Ellipsis
M28,baseline occhi chiusi,12:48:32,2.523,3.479,2.427,2.799,0.972,1.5,1.886,1.21,1.79,0.969,Ellipsis
M28,baseline occhi chiusi,12:48:32,2.131,3.273,2.508,2.805,0.985,1.416,1.643,1.062,1.66,0.923,Ellipsis
M28,baseline occhi chiusi,12:48:32,1.717,3.015,2.436,2.717,1.023,1.317,1.526,0.914,1.529,0.955,Ellipsis
M28,baseline occhi chiusi,12:48:32,1.348,2.768,2.29,2.548,1.075,1.188,1.563,0.847,1.404,1.068,Ellipsis
M28,baseline occhi chiusi,12:48:32,1.115,2.577,2.19,2.339,1.125,1.077,1.743,0.951,1.279,1.228,Ellipsis
M28,baseline occhi chiusi,12:48:32,1.045,2.465,2.222,2.143,1.156,1.006,2.036,1.252,1.154,1.384,Ellipsis
M28,baseline occhi chiusi,12:48:32,1.148,2.42,2.401,2.013,1.152,1.034,2.385,1.702,1.038,1.481,Ellipsis
M28,baseline occhi chiusi,12:48:32,1.317,2.42,2.663,1.985,1.107,1.159,2.692,2.19,0.948,1.493,Ellipsis
M28,baseline occhi chiusi,12:48:33,1.537,2.543,2.894,2.056,1.022,1.366,2.885,2.563,0.907,1.426,Ellipsis
M28,baseline occhi chiusi,12:48:33,1.764,2.903,2.999,2.193,0.916,1.514,2.954,2.704,0.929,1.328,Ellipsis
M28,baseline occhi chiusi,12:48:33,1.997,3.62,3.002,2.346,0.827,1.614,2.974,2.633,1.008,1.267,Ellipsis
M28,baseline occhi chiusi,12:48:33,2.211,4.672,2.974,2.469,0.801,1.572,2.974,2.4,1.147,1.308,Ellipsis
M28,baseline occhi chiusi,12:48:33,2.372,5.972,2.986,2.552,0.874,1.551,2.95,2.105,1.363,1.481,Ellipsis
M28,baseline occhi chiusi,12:48:33,2.454,7.389,3.059,2.604,1.054,1.584,2.86,1.836,1.673,1.763,Ellipsis
M28,baseline occhi chiusi,12:48:33,2.456,8.725,3.132,2.624,1.306,1.71,2.652,1.622,2.056,2.092,Ellipsis
M28,baseline occhi chiusi,12:48:33,2.394,9.764,3.123,2.597,1.568,1.877,2.313,1.462,2.449,2.392,Ellipsis
M28,baseline occhi chiusi,12:48:34,2.259,10.299,3.01,2.498,1.772,1.982,1.896,1.342,2.762,2.601,Ellipsis
M28,baseline occhi chiusi,12:48:34,2.124,10.221,2.841,2.328,1.862,1.927,1.483,1.262,2.906,2.678,Ellipsis
M28,baseline occhi chiusi,12:48:34,2.013,9.568,2.696,2.115,1.818,1.761,1.142,1.244,2.831,2.622,Ellipsis
M28,baseline occhi chiusi,12:48:34,1.976,8.508,2.624,1.913,1.663,1.484,0.935,1.318,2.555,2.465,Ellipsis
M28,baseline occhi chiusi,12:48:34,1.933,7.264,2.582,1.774,1.45,1.316,0.897,1.496,2.164,2.258,Ellipsis
M28,baseline occhi chiusi,12:48:34,1.854,6.066,2.481,1.732,1.233,1.202,1.004,1.745,1.758,2.044,Ellipsis
M28,baseline occhi chiusi,12:48:34,1.676,5.076,2.292,1.782,1.052,1.325,1.205,1.989,1.416,1.848,Ellipsis
M28,baseline occhi chiusi,12:48:34,1.439,4.356,2.084,1.896,0.93,1.538,1.447,2.148,1.181,1.693,Ellipsis
M28,baseline occhi chiusi,12:48:35,1.251,3.83,1.997,2.055,0.882,1.961,1.667,2.196,1.053,1.608,Ellipsis
M28,baseline occhi chiusi,12:48:35,1.24,3.397,2.123,2.252,0.917,2.34,1.807,2.155,1.005,1.619,Ellipsis
M28,baseline occhi chiusi,12:48:35,1.517,3.045,2.429,2.461,1.031,2.744,1.842,2.075,1.015,1.737,Ellipsis
M28,baseline occhi chiusi,12:48:35,2.051,2.867,2.789,2.635,1.205,2.975,1.79,1.992,1.06,1.937,Ellipsis
M28,baseline occhi chiusi,12:48:35,2.656,2.926,3.038,2.699,1.394,3.071,1.696,1.903,1.109,2.151,Ellipsis
M28,baseline occhi chiusi,12:48:35,3.117,3.163,3.066,2.608,1.546,2.971,1.612,1.777,1.125,2.297,Ellipsis
M28,baseline occhi chiusi,12:48:35,3.279,3.475,2.904,2.37,1.622,2.753,1.588,1.586,1.086,2.32,Ellipsis
M28,baseline occhi chiusi,12:48:35,3.073,3.792,2.646,2.051,1.615,2.459,1.674,1.332,0.997,2.222,Ellipsis
M28,baseline occhi chiusi,12:48:36,2.593,4.084,2.415,1.744,1.554,2.21,1.903,1.06,0.895,2.057,Ellipsis
M28,baseline occhi chiusi,12:48:36,2.189,4.334,2.299,1.543,1.484,2.04,2.261,0.835,0.855,1.905,Ellipsis
M28,baseline occhi chiusi,12:48:36,1.977,4.506,2.284,1.484,1.44,1.958,2.658,0.722,0.942,1.821,Ellipsis
M28,baseline occhi chiusi,12:48:36,2.042,4.555,2.281,1.54,1.424,1.911,2.961,0.719,1.164,1.81,Ellipsis
M28,baseline occhi chiusi,12:48:36,2.199,4.457,2.19,1.652,1.409,1.836,3.046,0.773,1.457,1.84,Ellipsis
M28,baseline occhi chiusi,12:48:36,2.279,4.232,1.981,1.797,1.361,1.722,2.864,0.828,1.722,1.87,Ellipsis
M28,baseline occhi chiusi,12:48:36,2.209,3.94,1.725,2.0,1.269,1.537,2.47,0.878,1.882,1.875,Ellipsis
M28,baseline occhi chiusi,12:48:36,2.077,3.665,1.548,2.295,1.145,1.359,1.983,0.94,1.926,1.856,Ellipsis
M28,baseline occhi chiusi,12:48:37,1.989,3.5,1.572,2.687,1.011,1.16,1.538,1.035,1.911,1.816,Ellipsis
M28,baseline occhi chiusi,12:48:37,2.017,3.462,1.825,3.154,0.891,1.018,1.223,1.186,1.928,1.756,Ellipsis
M28,baseline occhi chiusi,12:48:37,2.125,3.477,2.21,3.651,0.801,0.855,1.043,1.375,2.039,1.661,Ellipsis
M28,baseline occhi chiusi,12:48:37,2.23,3.44,2.577,4.134,0.737,0.757,0.952,1.568,2.242,1.518,Ellipsis
M28,baseline occhi chiusi,12:48:37,2.314,3.306,2.83,4.562,0.693,0.636,0.887,1.733,2.461,1.334,Ellipsis
M28,baseline occhi chiusi,12:48:37,2.407,3.143,3.025,4.89,0.664,0.604,0.845,1.897,2.591,1.148,Ellipsis
M28,baseline occhi chiusi,12:48:37,2.497,3.0,3.217,5.069,0.649,0.595,0.834,2.093,2.58,1.011,Ellipsis
M28,baseline occhi chiusi,12:48:37,2.643,2.93,3.446,5.061,0.648,0.756,0.859,2.342,2.455,0.953,Ellipsis
M28,baseline occhi chiusi,12:48:38,2.939,2.998,3.745,4.844,0.66,1.088,0.885,2.635,2.319,0.974,Ellipsis
M28,baseline occhi chiusi,12:48:38,3.221,3.225,4.036,4.443,0.684,1.641,0.889,2.889,2.269,1.04,Ellipsis
M28,baseline occhi chiusi,12:48:38,3.611,3.554,4.174,3.941,0.718,2.295,0.875,2.986,2.347,1.109,Ellipsis
M28,baseline occhi chiusi,12:48:38,4.063,3.876,4.059,3.472,0.757,2.868,0.863,2.821,2.507,1.147,Ellipsis
M28,baseline occhi chiusi,12:48:38,4.434,4.092,3.676,3.165,0.794,3.199,0.893,2.419,2.672,1.136,Ellipsis
M28,baseline occhi chiusi,12:48:38,4.684,4.158,3.129,3.062,0.816,3.099,0.99,1.912,2.771,1.078,Ellipsis
M28,baseline occhi chiusi,12:48:38,4.73,4.1,2.574,3.113,0.813,2.691,1.141,1.473,2.775,0.989,Ellipsis
M28,baseline occhi chiusi,12:48:38,4.705,3.972,2.105,3.189,0.786,2.094,1.334,1.23,2.69,0.896,Ellipsis
M28,baseline occhi chiusi,12:48:39,4.534,3.835,1.762,3.18,0.751,1.563,1.563,1.206,2.551,0.822,Ellipsis
M28,baseline occhi chiusi,12:48:39,4.346,3.736,1.538,3.056,0.731,1.231,1.837,1.331,2.41,0.781,Ellipsis
M28,baseline occhi chiusi,12:48:39,4.047,3.695,1.413,2.876,0.745,1.126,2.15,1.489,2.299,0.781,Ellipsis
M28,baseline occhi chiusi,12:48:39,3.725,3.704,1.371,2.702,0.805,1.205,2.482,1.612,2.219,0.824,Ellipsis
M28,baseline occhi chiusi,12:48:39,3.363,3.734,1.408,2.571,0.904,1.361,2.771,1.689,2.147,0.908,Ellipsis
M28,baseline occhi chiusi,12:48:39,3.021,3.746,1.524,2.489,1.026,1.553,2.992,1.717,2.072,1.023,Ellipsis
M28,baseline occhi chiusi,12:48:39,2.753,3.703,1.719,2.436,1.147,1.804,3.207,1.722,2.001,1.148,Ellipsis
M28,baseline occhi chiusi,12:48:39,2.653,3.572,1.985,2.427,1.256,2.149,3.531,1.734,1.969,1.256,Ellipsis
M28,baseline occhi chiusi,12:48:40,2.644,3.339,2.292,2.514,1.352,2.508,4.034,1.772,2.006,1.33,Ellipsis
M28,baseline occhi chiusi,12:48:40,2.674,3.017,2.602,2.733,1.449,2.796,4.657,1.817,2.119,1.374,Ellipsis
M28,baseline occhi chiusi,12:48:40,2.621,2.655,2.906,3.065,1.558,2.854,5.212,1.844,2.281,1.413,Ellipsis
M28,baseline occhi chiusi,12:48:40,2.441,2.322,3.206,3.418,1.674,2.753,5.454,1.85,2.448,1.469,Ellipsis
M28,baseline occhi chiusi,12:48:40,2.249,2.054,3.469,3.65,1.771,2.478,5.237,1.823,2.561,1.541,Ellipsis
M28,baseline occhi chiusi,12:48:40,2.128,1.853,3.631,3.638,1.816,2.218,4.612,1.763,2.586,1.607,Ellipsis
M28,baseline occhi chiusi,12:48:40,2.11,1.719,3.614,3.361,1.785,1.973,3.82,1.704,2.528,1.634,Ellipsis
M28,baseline occhi chiusi,12:48:40,2.202,1.76,3.416,2.947,1.669,1.794,3.188,1.71,2.439,1.59,Ellipsis
M28,baseline occhi chiusi,12:48:41,2.412,2.151,3.123,2.596,1.486,1.663,2.947,1.824,2.371,1.469,Ellipsis
M28,baseline occhi chiusi,12:48:41,2.698,3.018,2.838,2.47,1.276,1.584,3.118,2.047,2.354,1.296,Ellipsis
M28,baseline occhi chiusi,12:48:41,2.994,4.276,2.646,2.605,1.08,1.534,3.512,2.309,2.367,1.118,Ellipsis
M28,baseline occhi chiusi,12:48:41,3.124,5.612,2.561,2.89,0.926,1.533,3.888,2.505,2.355,0.975,Ellipsis
M28,baseline occhi chiusi,12:48:41,3.04,6.593,2.545,3.143,0.825,1.594,4.06,2.544,2.252,0.886,Ellipsis
M28,baseline occhi chiusi,12:48:41,2.742,6.864,2.49,3.232,0.774,1.879,3.982,2.427,2.037,0.853,Ellipsis
M28,baseline occhi chiusi,12:48:41,2.448,6.341,2.334,3.147,0.772,2.77,3.787,2.293,1.744,0.865,Ellipsis
M28,baseline occhi chiusi,12:48:41,2.242,5.28,2.124,2.974,0.825,4.72,3.715,2.308,1.44,0.917,Ellipsis
M28,baseline occhi chiusi,12:48:42,2.234,4.146,1.949,2.837,0.95,7.799,3.97,2.575,1.199,1.019,Ellipsis
M28,baseline occhi chiusi,12:48:42,2.334,3.358,1.916,2.811,1.148,11.478,4.534,3.054,1.07,1.167,Ellipsis
M28,baseline occhi chiusi,12:48:42,2.444,3.124,2.133,2.868,1.4,14.572,5.173,3.568,1.051,1.339,Ellipsis
M28,baseline occhi chiusi,12:48:42,2.43,3.395,2.613,2.898,1.658,16.24,5.543,3.858,1.085,1.494,Ellipsis
M28,baseline occhi chiusi,12:48:42,2.283,3.927,3.235,2.8,1.871,15.706,5.414,3.737,1.104,1.589,Ellipsis
M28,baseline occhi chiusi,12:48:42,2.143,4.454,3.795,2.597,1.99,13.384,4.786,3.203,1.087,1.597,Ellipsis
M28,baseline occhi chiusi,12:48:42,2.167,4.792,4.05,2.402,1.985,9.907,3.892,2.416,1.07,1.514,Ellipsis
M28,baseline occhi chiusi,12:48:42,2.374,4.896,3.872,2.343,1.859,6.426,3.034,1.621,1.118,1.369,Ellipsis
M28,baseline occhi chiusi,12:48:43,2.651,4.954,3.323,2.485,1.649,3.641,2.422,1.037,1.284,1.214,Ellipsis
M28,baseline occhi chiusi,12:48:43,2.787,5.159,2.623,2.805,1.419,1.956,2.087,0.755,1.57,1.121,Ellipsis
M28,baseline occhi chiusi,12:48:43,2.653,5.584,2.039,3.21,1.244,1.164,1.91,0.744,1.93,1.151,Ellipsis
M28,baseline occhi chiusi,12:48:43,2.341,6.24,1.751,3.585,1.181,0.861,1.823,0.932,2.282,1.328,Ellipsis
M28,baseline occhi chiusi,12:48:43,2.077,7.062,1.811,3.867,1.243,0.765,1.87,1.264,2.547,1.614,Ellipsis
M28,baseline occhi chiusi,12:48:43,2.038,7.922,2.121,4.068,1.391,0.887,2.177,1.657,2.687,1.922,Ellipsis
M28,baseline occhi chiusi,12:48:43,2.256,8.656,2.557,4.26,1.565,1.213,2.757,2.009,2.717,2.157,Ellipsis
M28,baseline occhi chiusi,12:48:43,2.644,9.109,3.029,4.525,1.708,1.621,3.454,2.233,2.684,2.255,Ellipsis
M28,baseline occhi chiusi,12:48:44,2.967,9.158,3.462,4.854,1.79,1.959,4.044,2.289,2.62,2.205,Ellipsis
M28,baseline occhi chiusi,12:48:44,3.065,8.754,3.76,5.15,1.807,2.102,4.344,2.182,2.528,2.044,Ellipsis
M28,baseline occhi chiusi,12:48:44,2.913,7.97,3.827,5.246,1.78,2.053,4.286,1.965,2.38,1.835,Ellipsis
M28,baseline occhi chiusi,12:48:44,2.681,7.053,3.633,5.019,1.73,1.913,3.956,1.709,2.15,1.64,Ellipsis
M28,baseline occhi chiusi,12:48:44,2.522,6.378,3.208,4.465,1.667,1.827,3.543,1.491,1.863,1.487,Ellipsis
M28,baseline occhi chiusi,12:48:44,2.47,6.291,2.672,3.701,1.589,1.829,3.228,1.358,1.586,1.379,Ellipsis
M28,baseline occhi chiusi,12:48:44,2.508,6.891,2.172,2.911,1.491,1.989,3.115,1.333,1.389,1.307,Ellipsis
M28,baseline occhi chiusi,12:48:44,2.674,7.964,1.81,2.278,1.382,2.151,3.205,1.407,1.296,1.265,Ellipsis
M28,baseline occhi chiusi,12:48:45,2.898,9.127,1.627,1.909,1.281,2.296,3.412,1.539,1.275,1.259,Ellipsis
M28,baseline occhi chiusi,12:48:45,3.21,10.098,1.69,1.811,1.214,2.317,3.613,1.662,1.281,1.288,Ellipsis
M28,baseline occhi chiusi,12:48:45,3.489,10.808,2.121,1.878,1.198,2.298,3.722,1.73,1.258,1.337,Ellipsis
M28,baseline occhi chiusi,12:48:45,3.69,11.278,2.987,1.977,1.222,2.311,3.677,1.723,1.19,1.385,Ellipsis
M28,baseline occhi chiusi,12:48:45,3.717,11.521,4.228,2.017,1.271,2.388,3.475,1.662,1.113,1.419,Ellipsis
M28,baseline occhi chiusi,12:48:45,3.538,11.53,5.571,1.969,1.324,2.5,3.196,1.576,1.088,1.437,Ellipsis
M28,baseline occhi chiusi,12:48:45,3.209,11.287,6.663,1.863,1.362,2.537,2.975,1.483,1.167,1.448,Ellipsis
M28,baseline occhi chiusi,12:48:45,2.831,10.748,7.253,1.74,1.367,2.449,2.909,1.403,1.345,1.458,Ellipsis
M28,baseline occhi chiusi,12:48:46,2.5,9.884,7.269,1.623,1.328,2.222,3.005,1.362,1.564,1.461,Ellipsis
M28,baseline occhi chiusi,12:48:46,2.261,8.771,6.861,1.511,1.252,1.932,3.184,1.373,1.73,1.452,Ellipsis
M28,baseline occhi chiusi,12:48:46,2.114,7.616,6.319,1.387,1.162,1.643,3.32,1.419,1.771,1.43,Ellipsis
M28,baseline occhi chiusi,12:48:46,2.035,6.663,5.833,1.241,1.095,1.458,3.319,1.479,1.678,1.414,Ellipsis
M28,baseline occhi chiusi,12:48:46,1.966,6.164,5.459,1.094,1.089,1.365,3.145,1.519,1.517,1.432,Ellipsis
M28,baseline occhi chiusi,12:48:46,1.864,6.323,5.181,1.012,1.16,1.363,2.837,1.506,1.401,1.506,Ellipsis
M28,baseline occhi chiusi,12:48:46,1.689,7.288,4.938,1.077,1.293,1.355,2.49,1.422,1.433,1.644,Ellipsis
M28,baseline occhi chiusi,12:48:46,1.496,8.942,4.655,1.345,1.446,1.281,2.218,1.283,1.645,1.822,Ellipsis
M28,baseline occhi chiusi,12:48:47,1.359,10.808,4.258,1.81,1.577,1.139,2.068,1.119,1.985,2.006,Ellipsis
M28,baseline occhi chiusi,12:48:47,1.371,12.249,3.74,2.415,1.659,0.93,2.03,0.966,2.342,2.158,Ellipsis
M28,baseline occhi chiusi,12:48:47,1.571,12.814,3.169,3.043,1.689,0.703,2.069,0.846,2.613,2.256,Ellipsis
M28,baseline occhi chiusi,12:48:47,1.928,12.445,2.668,3.563,1.68,0.529,2.153,0.761,2.731,2.297,Ellipsis
M28,baseline occhi chiusi,12:48:47,2.394,11.49,2.428,3.865,1.65,0.47,2.259,0.704,2.694,2.299,Ellipsis
M28,baseline occhi chiusi,12:48:47,2.846,10.469,2.613,3.898,1.611,0.55,2.345,0.678,2.542,2.283,Ellipsis
M28,baseline occhi chiusi,12:48:47,3.153,9.738,3.258,3.69,1.57,0.722,2.349,0.689,2.331,2.269,Ellipsis
M28,baseline occhi chiusi,12:48:47,3.221,9.368,4.144,3.343,1.533,0.917,2.222,0.732,2.12,2.263,Ellipsis
M28,baseline occhi chiusi,12:48:48,3.028,9.18,4.941,2.994,1.511,1.048,1.961,0.789,1.95,2.257,Ellipsis
M28,baseline occhi chiusi,12:48:48,2.63,8.928,5.414,2.744,1.513,1.075,1.626,0.864,1.843,2.228,Ellipsis
M28,baseline occhi chiusi,12:48:48,2.121,8.583,5.604,2.628,1.542,1.003,1.309,0.986,1.804,2.153,Ellipsis
